id,value
2017-03-30.手机106,5800
2017-03-30.手机109,110
2017-03-30.手机108,105
2017-03-30.手机138,1787
2017-03-30.手机133,3395
2017-03-30.手机156,2833
2017-03-30.手机177,2723
2017-03-30.手机131,1131
2017-03-30.手机168,1756
2017-03-30.手机125,12
2017-03-30.手机356,179
2017-03-30.手机139,519
2017-03-30.手机153,1002
2017-03-30.手机136,2169
2017-03-30.手机186,277
2017-03-30.手机130,1711
2017-03-30.手机155,699
2017-03-30.手机888,267
2017-03-30.手机132,1154
2017-03-30.手机171,259
2017-03-30.手机170,199
2017-03-30.手机137,61
2017-03-30.手机189,638
2017-03-30.手机180,248
2017-03-30.手机184,250
2017-03-30.手机135,337
2017-03-30.手机163,157
2017-03-30.手机188,106
2017-03-30.手机400,196
2017-03-30.手机152,160
2017-03-30.手机100,114
2017-03-30.手机123,229
2017-03-30.手机010,592
2017-03-30.手机172,56
2017-03-30.手机107,880
2017-03-30.手机022,6
2017-03-30.手机187,40
2017-03-30.手机031,2
2017-03-30.手机150,17
2017-03-30.手机165,11
2017-03-30.手机889,26
2017-03-30.手机151,6
2017-03-30.手机175,30
2017-03-30.手机134,3
2017-03-30.手机158,4
2017-03-30.手机159,2
2017-03-30.11位号码,32258
2017-03-30.5位号码,12076
2017-03-30.12位号码,4027
2017-03-30.8位号码,2025
2017-03-30.15位号码,1215
2017-03-30.10位号码,2250
2017-03-30.13位号码,649
2017-03-30.9位号码,1266
2017-03-30.16位号码,601
2017-03-30.14位号码,96
2017-03-30.7位号码,244
2017-03-30.6位号码,533
2017-03-30.20位号码,31
2017-03-30.19位号码,48
2017-03-30.18位号码,7
2017-03-30.4位号码,7
2017-03-30.17位号码,5
