id,value
2017-03-17.手机666,9
2017-03-17.手机153,1183
2017-03-17.手机189,445
2017-03-17.手机171,403
2017-03-17.手机132,980
2017-03-17.手机186,294
2017-03-17.手机180,257
2017-03-17.手机131,1600
2017-03-17.手机133,1559
2017-03-17.手机139,998
2017-03-17.手机130,1637
2017-03-17.手机185,180
2017-03-17.手机106,1476
2017-03-17.手机100,147
2017-03-17.手机400,526
2017-03-17.手机156,756
2017-03-17.手机764,50
2017-03-17.手机136,197
2017-03-17.手机010,791
2017-03-17.手机158,67
2017-03-17.手机138,251
2017-03-17.手机135,418
2017-03-17.手机173,630
2017-03-17.手机024,123
2017-03-17.手机170,348
2017-03-17.手机188,155
2017-03-17.手机108,121
2017-03-17.手机125,2
2017-03-17.手机134,290
2017-03-17.手机168,121
2017-03-17.手机177,90
2017-03-17.手机152,28
2017-03-17.手机163,221
2017-03-17.手机887,189
2017-03-17.手机137,18
2017-03-17.手机122,26
2017-03-17.手机151,15
2017-03-17.手机987,14
2017-03-17.手机157,1
2017-03-17.手机031,10
2017-03-17.手机184,1
2017-03-17.手机150,1
2017-03-17.手机103,1
2017-03-17.手机167,1
2017-03-17.手机187,5
2017-03-17.11位号码,16635
2017-03-17.10位号码,1094
2017-03-17.12位号码,1187
2017-03-17.8位号码,751
2017-03-17.5位号码,12849
2017-03-17.3位号码,207
2017-03-17.16位号码,27
2017-03-17.13位号码,121
2017-03-17.7位号码,149
2017-03-17.15位号码,24
2017-03-17.9位号码,58
2017-03-17.14位号码,10
2017-03-17.19位号码,4
2017-03-17.18位号码,3
2017-03-17.6位号码,1
