id,value
2017-03-24.手机106,14626
2017-03-24.手机666,10978
2017-03-24.手机137,88
2017-03-24.手机130,2982
2017-03-24.手机165,6
2017-03-24.手机156,1254
2017-03-24.手机177,3998
2017-03-24.手机136,3814
2017-03-24.手机133,1526
2017-03-24.手机153,1180
2017-03-24.手机170,356
2017-03-24.手机400,12
2017-03-24.手机131,900
2017-03-24.手机186,56
2017-03-24.手机132,1504
2017-03-24.手机157,472
2017-03-24.手机024,356
2017-03-24.手机128,416
2017-03-24.手机135,602
2017-03-24.手机185,672
2017-03-24.手机105,260
2017-03-24.手机139,158
2017-03-24.手机037,20
2017-03-24.手机152,112
2017-03-24.手机010,890
2017-03-24.手机150,24
2017-03-24.手机158,316
2017-03-24.手机189,282
2017-03-24.手机108,176
2017-03-24.手机100,138
2017-03-24.手机107,164
2017-03-24.手机887,312
2017-03-24.手机163,322
2017-03-24.手机138,10
2017-03-24.手机171,2
2017-03-24.手机123,38
2017-03-24.手机181,4
2017-03-24.手机352,32
2017-03-24.手机159,18
2017-03-24.手机406,4
2017-03-24.11位号码,49080
2017-03-24.12位号码,4146
2017-03-24.8位号码,4884
2017-03-24.10位号码,2012
2017-03-24.5位号码,25744
2017-03-24.9位号码,346
2017-03-24.13位号码,502
2017-03-24.14位号码,296
2017-03-24.15位号码,160
2017-03-24.7位号码,182
2017-03-24.16位号码,110
2017-03-24.6位号码,30
2017-03-24.18位号码,8
2017-03-24.19位号码,30
