id,value
2017-04-16.手机106,7952
2017-04-16.手机100,2163
2017-04-16.手机107,620
2017-04-16.手机180,311
2017-04-16.手机150,24
2017-04-16.手机189,330
2017-04-16.手机138,1303
2017-04-16.手机171,628
2017-04-16.手机166,1370
2017-04-16.手机153,792
2017-04-16.手机136,1426
2017-04-16.手机170,1282
2017-04-16.手机132,365
2017-04-16.手机131,1058
2017-04-16.手机133,999
2017-04-16.手机168,390
2017-04-16.手机158,107
2017-04-16.手机156,1433
2017-04-16.手机135,657
2017-04-16.手机053,24
2017-04-16.手机173,1119
2017-04-16.手机182,28
2017-04-16.手机137,257
2017-04-16.手机008,10
2017-04-16.手机108,365
2017-04-16.手机177,1102
2017-04-16.手机185,180
2017-04-16.手机010,408
2017-04-16.手机130,1159
2017-04-16.手机154,425
2017-04-16.手机123,223
2017-04-16.手机198,134
2017-04-16.手机188,195
2017-04-16.手机186,24
2017-04-16.手机564,28
2017-04-16.手机195,9
2017-04-16.手机155,23
2017-04-16.手机111,34
2017-04-16.手机122,2
2017-04-16.手机646,4
2017-04-16.手机031,6
2017-04-16.手机139,5
2017-04-16.手机151,4
2017-04-16.手机333,9
2017-04-16.手机545,29
2017-04-16.11位号码,29016
2017-04-16.12位号码,1489
2017-04-16.8位号码,813
2017-04-16.13位号码,550
2017-04-16.16位号码,259
2017-04-16.10位号码,3519
2017-04-16.9位号码,1512
2017-04-16.5位号码,12662
2017-04-16.7位号码,618
2017-04-16.14位号码,253
2017-04-16.15位号码,185
2017-04-16.6位号码,447
