id,value
2017-04-12.手机138,253
2017-04-12.手机131,2612
2017-04-12.手机133,2709
2017-04-12.手机171,1944
2017-04-12.手机153,1580
2017-04-12.手机010,3826
2017-04-12.手机170,245
2017-04-12.手机189,896
2017-04-12.手机132,324
2017-04-12.手机100,448
2017-04-12.手机155,1649
2017-04-12.手机109,121
2017-04-12.手机017,102
2017-04-12.手机156,3313
2017-04-12.手机106,1371
2017-04-12.手机135,573
2017-04-12.手机136,1175
2017-04-12.手机585,35
2017-04-12.手机130,3704
2017-04-12.手机888,2568
2017-04-12.手机108,410
2017-04-12.手机134,69
2017-04-12.手机255,68
2017-04-12.手机125,65
2017-04-12.手机158,106
2017-04-12.手机118,215
2017-04-12.手机185,321
2017-04-12.手机322,21
2017-04-12.手机177,750
2017-04-12.手机187,262
2017-04-12.手机167,93
2017-04-12.手机180,304
2017-04-12.手机103,34
2017-04-12.手机139,303
2017-04-12.手机024,119
2017-04-12.手机348,21
2017-04-12.手机128,26
2017-04-12.手机160,289
2017-04-12.手机116,62
2017-04-12.手机186,1267
2017-04-12.手机031,7
2017-04-12.手机122,8
2017-04-12.手机645,50
2017-04-12.手机222,34
2017-04-12.手机648,39
2017-04-12.手机666,31
2017-04-12.手机146,24
2017-04-12.手机188,22
2017-04-12.手机137,109
2017-04-12.手机555,92
2017-04-12.手机684,86
2017-04-12.手机558,34
2017-04-12.手机178,30
2017-04-12.手机150,22
2017-04-12.手机154,2
2017-04-12.13位号码,1353
2017-04-12.10位号码,3361
2017-04-12.11位号码,34843
2017-04-12.9位号码,4289
2017-04-12.7位号码,1576
2017-04-12.8位号码,861
2017-04-12.12位号码,2874
2017-04-12.5位号码,15496
2017-04-12.6位号码,217
2017-04-12.14位号码,157
2017-04-12.3位号码,201
2017-04-12.17位号码,9
2017-04-12.18位号码,3
2017-04-12.16位号码,5
2017-04-12.19位号码,3
