id,value
2017-04-18.手机106,9166
2017-04-18.手机100,2924
2017-04-18.手机107,90
2017-04-18.手机188,2590
2017-04-18.手机125,73
2017-04-18.手机666,2134
2017-04-18.手机154,1297
2017-04-18.手机138,1637
2017-04-18.手机180,250
2017-04-18.手机132,765
2017-04-18.手机166,1807
2017-04-18.手机133,3164
2017-04-18.手机170,821
2017-04-18.手机156,1404
2017-04-18.手机153,2104
2017-04-18.手机177,1359
2017-04-18.手机189,469
2017-04-18.手机400,376
2017-04-18.手机135,25
2017-04-18.手机130,2775
2017-04-18.手机171,455
2017-04-18.手机664,35
2017-04-18.手机131,1059
2017-04-18.手机137,578
2017-04-18.手机185,392
2017-04-18.手机010,1023
2017-04-18.手机136,1148
2017-04-18.手机186,947
2017-04-18.手机031,19
2017-04-18.手机173,842
2017-04-18.手机150,13
2017-04-18.手机123,291
2017-04-18.手机160,25
2017-04-18.手机155,291
2017-04-18.手机147,64
2017-04-18.手机151,43
2017-04-18.手机558,41
2017-04-18.手机088,81
2017-04-18.手机187,213
2017-04-18.手机888,206
2017-04-18.手机139,12
2017-04-18.手机649,39
2017-04-18.手机108,2
2017-04-18.手机168,12
2017-04-18.手机000,8
2017-04-18.手机022,10
2017-04-18.11位号码,43079
2017-04-18.9位号码,1447
2017-04-18.12位号码,3608
2017-04-18.10位号码,2679
2017-04-18.8位号码,2652
2017-04-18.5位号码,20784
2017-04-18.4位号码,126
2017-04-18.13位号码,1017
2017-04-18.7位号码,896
2017-04-18.14位号码,209
2017-04-18.15位号码,164
2017-04-18.6位号码,570
2017-04-18.16位号码,77
2017-04-18.20位号码,68
2017-04-18.19位号码,12
2017-04-18.17位号码,3
2017-04-18.18位号码,3
