id,value
2017-04-09.手机106,7319
2017-04-09.手机109,8
2017-04-09.手机107,1367
2017-04-09.手机100,2559
2017-04-09.手机189,1029
2017-04-09.手机180,296
2017-04-09.手机133,2164
2017-04-09.手机153,1653
2017-04-09.手机156,1766
2017-04-09.手机118,102
2017-04-09.手机158,786
2017-04-09.手机170,559
2017-04-09.手机171,261
2017-04-09.手机136,1004
2017-04-09.手机123,302
2017-04-09.手机131,281
2017-04-09.手机132,525
2017-04-09.手机130,110
2017-04-09.手机150,52
2017-04-09.手机120,258
2017-04-09.手机010,1048
2017-04-09.手机182,1
2017-04-09.手机185,278
2017-04-09.手机135,119
2017-04-09.手机134,99
2017-04-09.手机053,15
2017-04-09.手机400,54
2017-04-09.手机024,138
2017-04-09.手机138,238
2017-04-09.手机177,244
2017-04-09.手机114,55
2017-04-09.手机074,72
2017-04-09.手机187,116
2017-04-09.手机155,97
2017-04-09.手机008,47
2017-04-09.手机186,88
2017-04-09.手机188,84
2017-04-09.手机168,24
2017-04-09.手机101,3
2017-04-09.手机031,6
2017-04-09.手机108,6
2017-04-09.手机151,1
2017-04-09.手机067,4
2017-04-09.手机406,3
2017-04-09.手机139,1
2017-04-09.手机166,4
2017-04-09.11位号码,25246
2017-04-09.10位号码,2053
2017-04-09.12位号码,1460
2017-04-09.9位号码,2015
2017-04-09.8位号码,810
2017-04-09.5位号码,13342
2017-04-09.6位号码,215
2017-04-09.3位号码,127
2017-04-09.13位号码,217
2017-04-09.7位号码,269
2017-04-09.14位号码,7
