id,value
2017-03-10.手机106,2439
2017-03-10.手机100,1064
2017-03-10.手机135,220
2017-03-10.手机131,385
2017-03-10.手机155,20
2017-03-10.手机153,1178
2017-03-10.手机133,690
2017-03-10.手机166,241
2017-03-10.手机156,1671
2017-03-10.手机171,290
2017-03-10.手机010,856
2017-03-10.手机187,37
2017-03-10.手机138,173
2017-03-10.手机136,1570
2017-03-10.手机024,201
2017-03-10.手机159,24
2017-03-10.手机031,18
2017-03-10.手机053,7
2017-03-10.手机158,18
2017-03-10.手机178,6
2017-03-10.手机152,13
2017-03-10.手机000,92
2017-03-10.手机150,16
2017-03-10.手机186,5
2017-03-10.手机122,10
2017-03-10.手机008,7
2017-03-10.手机130,1
2017-03-10.10位号码,2729
2017-03-10.12位号码,228
2017-03-10.11位号码,11252
2017-03-10.7位号码,201
2017-03-10.4位号码,14
2017-03-10.5位号码,6752
2017-03-10.8位号码,137
2017-03-10.6位号码,20
2017-03-10.9位号码,72
2017-03-10.13位号码,100
2017-03-10.14位号码,22
2017-03-10.16位号码,4
