id,value
2017-04-06.手机100,1920
2017-04-06.手机106,6253
2017-04-06.手机118,236
2017-04-06.手机156,2857
2017-04-06.手机130,3445
2017-04-06.手机132,763
2017-04-06.手机010,2537
2017-04-06.手机109,201
2017-04-06.手机138,1583
2017-04-06.手机131,1926
2017-04-06.手机133,3365
2017-04-06.手机171,963
2017-04-06.手机188,247
2017-04-06.手机189,2020
2017-04-06.手机153,1569
2017-04-06.手机158,404
2017-04-06.手机136,1768
2017-04-06.手机356,226
2017-04-06.手机053,21
2017-04-06.手机137,848
2017-04-06.手机103,294
2017-04-06.手机108,39
2017-04-06.手机105,103
2017-04-06.手机177,1322
2017-04-06.手机187,208
2017-04-06.手机186,295
2017-04-06.手机168,34
2017-04-06.手机173,281
2017-04-06.手机180,214
2017-04-06.手机107,1046
2017-04-06.手机000,100
2017-04-06.手机155,202
2017-04-06.手机135,55
2017-04-06.手机170,181
2017-04-06.手机139,89
2017-04-06.手机111,103
2017-04-06.手机222,48
2017-04-06.手机152,53
2017-04-06.手机182,44
2017-04-06.手机134,14
2017-04-06.手机008,9
2017-04-06.手机123,18
2017-04-06.手机024,3
2017-04-06.手机031,19
2017-04-06.手机151,4
2017-04-06.11位号码,37930
2017-04-06.10位号码,3075
2017-04-06.12位号码,3680
2017-04-06.7位号码,903
2017-04-06.9位号码,2209
2017-04-06.5位号码,4044
2017-04-06.8位号码,2272
2017-04-06.13位号码,614
2017-04-06.14位号码,121
2017-04-06.16位号码,189
2017-04-06.15位号码,540
2017-04-06.4位号码,167
2017-04-06.6位号码,7
2017-04-06.19位号码,1
