id,value
2017-04-01.手机106,7334
2017-04-01.手机107,1137
2017-04-01.手机133,2082
2017-04-01.手机189,662
2017-04-01.手机010,337
2017-04-01.手机153,721
2017-04-01.手机888,4650
2017-04-01.手机156,2365
2017-04-01.手机180,468
2017-04-01.手机123,151
2017-04-01.手机158,205
2017-04-01.手机136,947
2017-04-01.手机130,1800
2017-04-01.手机177,2484
2017-04-01.手机173,1008
2017-04-01.手机135,940
2017-04-01.手机100,448
2017-04-01.手机170,280
2017-04-01.手机168,103
2017-04-01.手机171,34
2017-04-01.手机175,60
2017-04-01.手机132,368
2017-04-01.手机131,405
2017-04-01.手机139,100
2017-04-01.手机000,70
2017-04-01.手机356,71
2017-04-01.手机232,18
2017-04-01.手机345,24
2017-04-01.手机031,9
2017-04-01.手机138,45
2017-04-01.手机184,28
2017-04-01.手机152,95
2017-04-01.手机155,48
2017-04-01.手机159,62
2017-04-01.手机154,2
2017-04-01.手机022,12
2017-04-01.手机163,5
2017-04-01.手机999,1
2017-04-01.手机021,4
2017-04-01.手机108,3
2017-04-01.手机151,3
2017-04-01.手机150,2
2017-04-01.手机185,1
2017-04-01.11位号码,29592
2017-04-01.7位号码,1210
2017-04-01.5位号码,16179
2017-04-01.12位号码,2769
2017-04-01.8位号码,961
2017-04-01.10位号码,2432
2017-04-01.13位号码,196
2017-04-01.9位号码,1215
2017-04-01.6位号码,149
2017-04-01.3位号码,19
2017-04-01.16位号码,237
2017-04-01.15位号码,90
2017-04-01.20位号码,58
2017-04-01.14位号码,118
2017-04-01.18位号码,4
