id,value
2017-03-04.手机100,3621
2017-03-04.手机106,32313
2017-03-04.手机109,1236
2017-03-04.手机555,49407
2017-03-04.手机132,17016
2017-03-04.手机131,14946
2017-03-04.手机130,5742
2017-03-04.手机139,10953
2017-03-04.手机177,1542
2017-03-04.手机136,7722
2017-03-04.手机137,96
2017-03-04.手机024,3372
2017-03-04.手机133,4848
2017-03-04.手机153,8898
2017-03-04.手机010,2841
2017-03-04.手机150,405
2017-03-04.手机158,252
2017-03-04.手机313,1101
2017-03-04.手机135,2250
2017-03-04.手机156,984
2017-03-04.手机182,123
2017-03-04.手机171,789
2017-03-04.手机031,366
2017-03-04.手机138,21
2017-03-04.手机116,690
2017-03-04.手机125,30
2017-03-04.手机185,171
2017-03-04.手机155,132
2017-03-04.手机108,36
2017-03-04.手机186,60
2017-03-04.手机154,24
2017-03-04.手机101,96
2017-03-04.手机159,36
2017-03-04.手机173,81
2017-03-04.11位号码,172200
2017-03-04.10位号码,7848
2017-03-04.12位号码,9597
2017-03-04.8位号码,8676
2017-03-04.7位号码,4524
2017-03-04.14位号码,5442
2017-03-04.6位号码,1398
2017-03-04.5位号码,69009
2017-03-04.9位号码,831
2017-03-04.16位号码,168
2017-03-04.13位号码,2025
2017-03-04.15位号码,135
