id,value
2017-03-01.手机106,6499
2017-03-01.手机100,1446
2017-03-01.手机133,2144
2017-03-01.手机888,4954
2017-03-01.手机131,597
2017-03-01.手机136,1316
2017-03-01.手机010,2647
2017-03-01.手机122,3073
2017-03-01.手机177,507
2017-03-01.手机764,170
2017-03-01.手机130,1596
2017-03-01.手机132,910
2017-03-01.手机189,387
2017-03-01.手机116,449
2017-03-01.手机153,1730
2017-03-01.手机158,27
2017-03-01.手机024,387
2017-03-01.手机138,873
2017-03-01.手机199,46
2017-03-01.手机107,69
2017-03-01.手机182,28
2017-03-01.手机155,2
2017-03-01.手机139,533
2017-03-01.手机171,267
2017-03-01.手机188,285
2017-03-01.手机152,31
2017-03-01.手机135,89
2017-03-01.手机222,4
2017-03-01.手机333,4
2017-03-01.手机111,4
2017-03-01.手机150,15
2017-03-01.手机008,7
2017-03-01.手机159,27
2017-03-01.手机168,93
2017-03-01.手机151,4
2017-03-01.手机031,4
2017-03-01.手机176,1
2017-03-01.手机101,3
2017-03-01.手机123,2
2017-03-01.手机185,5
2017-03-01.手机134,6
2017-03-01.手机053,5
2017-03-01.手机173,2
2017-03-01.11位号码,31248
2017-03-01.7位号码,874
2017-03-01.8位号码,982
2017-03-01.12位号码,1217
2017-03-01.9位号码,206
2017-03-01.10位号码,1555
2017-03-01.14位号码,148
2017-03-01.5位号码,7182
2017-03-01.13位号码,194
2017-03-01.6位号码,189
2017-03-01.16位号码,85
2017-03-01.17位号码,8
